Flame_retardant_AdditionAmount(wt%),Curing_agent_AdditionAmount(wt%),MW_FR,EEW,AMW_FR,Mp_FR,Mi_FR,RBF_FR,Sp_FR,Curing_Tem1,O%_FR,H%_FR,Si_FR,N%_FR,MCD_FR,MW_EP,C%_FR,Curing_Tem2,ARR_FR,nTA_FR,Curing_Time2,MW_Curing_Agent,RBN_FR,Fsp3_FR,Curing_Time1,Curing_Tem3,nHDon_FR,nDB_FR,AMW_EP,nHet_FR,RFD_FR,AP_FR,AMW_Curing_Agent,nCsp3_FR,nBM_FR,nN_FR,nO_FR,nH_FR,Curing_Time3,max_conj_path_FR,nP_FR,RCI_FR,H-048_FR,GD_FR,NNRS_FR,H-047_FR,H-050_FR,nAA_FR,Mp_Curing_Agent,nArOH_FR,H-052_FR,nHAcc_FR,C-006_FR,Curing_Tem4,nCs_FR,nCbH_FR,C-025_FR,SCBO_FR,nCp_FR,O-059_FR,C-026_FR,nRNHR_FR,O-058_FR,Si_Curing_Agent,nR05_FR,O-057_FR,Rbrid_FR,NRS_FR,H-046_FR,nCb-_FR,nArNH2_FR,nCsp3_Curing_Agent,nHM_FR,nROH_FR,nArOR_FR,O-056_FR,C-005_FR,nBO_FR,nC_FR,C-002_FR,P-116_FR,Sp_Curing_Agent,C%_Curing_Agent,nCt_FR,C-001_FR,TRS_FR,nCq_FR,C-007_FR,nB_FR,H-051_FR,O-060_FR,P-117_FR,nRNH2_FR,nP(=O)O2R_FR,N-070_FR,RBF_Curing_Agent,nH_Curing_Agent,nCconj_FR,nOHs_FR,Curing_Time4,nCIC_FR,Rperim_FR,nR06_FR,nArNHR_FR,nROR_FR,C-009_FR,MCD_Curing_Agent,nBT_FR,nRSR_FR,nPO4_FR,N-067_FR,N-073_FR,Si-111_FR,Mi_Curing_Agent,Sp_EP,nS_FR,nR10_FR,nCONN_FR,nRNHO_FR,nOHp_FR,C-008_FR,H-053_FR,N-075_FR,nAT_FR,nCrq_FR,nImidazoles_FR,C-003_FR,H-049_FR,N-069_FR,P-120_FR,N%_Curing_Agent,nCs_Curing_Agent,nSK_FR,nFuranes_FR,nTriazoles_FR,nDB_Curing_Agent,ARR_Curing_Agent,nR07_FR,nR09_FR,nBnz_FR,nS(=O)2_FR,nSO2N_FR,nOxiranes_FR,C-032_FR,C-040_FR,S-110_FR,B-112_FR,P-118_FR,Fsp3_Curing_Agent,C-025_Curing_Agent,H%_EP,nTB_FR,nCL_FR,nCsp2_FR,nCrs_FR,nRCONR2_FR,nRNR2_FR,n135-Triazines_FR,C-024_FR,C-034_FR,C-037_FR,RBN_Curing_Agent,H%_Curing_Agent,C-001_Curing_Agent,Si_EP,Mp_EP,nStructures_FR,nBridgeHead_FR,nNq_FR,nPyrimidines_FR,C-030_FR,C-031_FR,C-044_FR,H-054_FR,N-078_FR,nAA_Curing_Agent,nTA_Curing_Agent,nBM_Curing_Agent,nHet_Curing_Agent,AP_Curing_Agent,nHDon_Curing_Agent,MCD_EP,nRCOOH_FR,nRCONHR_FR,nArNR2_FR,nThiazoles_FR,C-011_FR,C-016_FR,C-027_FR,C-028_FR,C-033_FR,C-035_FR,C-042_FR,H-055_FR,N-072_FR,Curing_Time5,Curing_Tem6,nSpiro_FR,nR03_FR,nR=Cs_FR,nRCONH2_FR,nN(CO)2_FR,nPyrroles_FR,C-018_FR,N-071_FR,nO_Curing_Agent,O%_Curing_Agent,Curing_Tem5,nAB_FR,nCrt_FR,nCar_FR,nArC=N_FR,nN+_FR,nP(=O)R3/nPR5_FR,C-004_FR,O-062_FR,N-066_FR,Cl-090_FR,S-108_FR,P-119_FR,nCb-_Curing_Agent,O-060_Curing_Agent,nTA_EP,RBF_EP,O%_EP,X%_FR,nR08_FR,nArCHO_FR,nArCNO_FR,nSO2OH_FR,nArX_FR,nThiophenes_FR,C-019_FR,N-068_FR,F-085_FR,S-107_FR,SCBO_Curing_Agent,nC_Curing_Agent,nHM_Curing_Agent,nCsp2_Curing_Agent,nCIC_Curing_Agent,Rperim_Curing_Agent,nCp_Curing_Agent,nCrt_Curing_Agent,nRNH2_Curing_Agent,nArNH2_Curing_Agent,C-002_Curing_Agent,C-005_Curing_Agent,C-026_Curing_Agent,H-046_Curing_Agent,H-047_Curing_Agent,H-048_Curing_Agent,H-049_Curing_Agent,Curing_Time6,nBT_EP,RBN_EP,nN_EP,N%_EP,nCsp3_EP,nF_FR,nX_FR,nCsp_FR,nR11_FR,nR=Ct_FR,nRCOOR_FR,nArCO_FR,nRC=N_FR,nArCN_FR,nSO3_FR,nPR3_FR,nPyrazines_FR,C-015_FR,C-022_FR,C-036_FR,C-041_FR,C-043_FR,O-063_FR,N-074_FR,N-076_FR,N-079_FR,Br-094_FR,GD_Curing_Agent,nTB_Curing_Agent,nN_Curing_Agent,nP_Curing_Agent,nS_Curing_Agent,max_conj_path_Curing_Agent,RFD_Curing_Agent,NRS_Curing_Agent,NNRS_Curing_Agent,nR05_Curing_Agent,nR10_Curing_Agent,nCq_Curing_Agent,nRCONH2_Curing_Agent,nArCONHR_Curing_Agent,nArC=N_Curing_Agent,nRCN_Curing_Agent,nArOH_Curing_Agent,nArOR_Curing_Agent,nS(=O)2_Curing_Agent,nImidazoles_Curing_Agent,nHAcc_Curing_Agent,C-008_Curing_Agent,C-037_Curing_Agent,C-042_Curing_Agent,H-050_Curing_Agent,H-051_Curing_Agent,O-058_Curing_Agent,N-067_Curing_Agent,N-069_Curing_Agent,P-116_Curing_Agent,Curing_Pressure,LOI
8,18.4,790.73,227,8.884606742,0.743746067,1.098453933,0.06122449,66.1934,100,8.988764045,35.95505618,97.7624,2.247191011,0.877192982,340.45,50.56179775,150,0.545454545,6,2,198.29,6,0.111111111,2,0,0,6,6.947959184,12,0.16,0.631578947,6.837586207,5,42,2,8,32,0,14,2,1.16,0,0.041353383,0.6,26,0,36,0.675165517,0,0,10,0,0,5,24,6,90,0,0,6,0,6,32.4878,2,0,4,6,2,12,0,1,2,0,0,0,0,66,45,3,2,19.5798,44.82758621,0,0,58,0,0,0,4,2,0,0,0,0,0.066666667,14,0,0,0,10,50,8,0,0,0,0.8,98,0,0,0,0,0,1.120268966,31.9548,0,4,0,0,0,2,0,0,89,0,0,0,0,0,0,6.896551724,1,57,0,0,0,0.75,0,0,6,0,0,0,0,4,0,0,0,0.076923077,2,48.97959184,0,0,40,4,0,0,0,24,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,33
10,18,790.73,227,8.884606742,0.743746067,1.098453933,0.06122449,66.1934,100,8.988764045,35.95505618,97.7624,2.247191011,0.877192982,340.45,50.56179775,150,0.545454545,6,2,198.29,6,0.111111111,2,0,0,6,6.947959184,12,0.16,0.631578947,6.837586207,5,42,2,8,32,0,14,2,1.16,0,0.041353383,0.6,26,0,36,0.675165517,0,0,10,0,0,5,24,6,90,0,0,6,0,6,32.4878,2,0,4,6,2,12,0,1,2,0,0,0,0,66,45,3,2,19.5798,44.82758621,0,0,58,0,0,0,4,2,0,0,0,0,0.066666667,14,0,0,0,10,50,8,0,0,0,0.8,98,0,0,0,0,0,1.120268966,31.9548,0,4,0,0,0,2,0,0,89,0,0,0,0,0,0,6.896551724,1,57,0,0,0,0.75,0,0,6,0,0,0,0,4,0,0,0,0.076923077,2,48.97959184,0,0,40,4,0,0,0,24,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,35
12,17.6,790.73,227,8.884606742,0.743746067,1.098453933,0.06122449,66.1934,100,8.988764045,35.95505618,97.7624,2.247191011,0.877192982,340.45,50.56179775,150,0.545454545,6,2,198.29,6,0.111111111,2,0,0,6,6.947959184,12,0.16,0.631578947,6.837586207,5,42,2,8,32,0,14,2,1.16,0,0.041353383,0.6,26,0,36,0.675165517,0,0,10,0,0,5,24,6,90,0,0,6,0,6,32.4878,2,0,4,6,2,12,0,1,2,0,0,0,0,66,45,3,2,19.5798,44.82758621,0,0,58,0,0,0,4,2,0,0,0,0,0.066666667,14,0,0,0,10,50,8,0,0,0,0.8,98,0,0,0,0,0,1.120268966,31.9548,0,4,0,0,0,2,0,0,89,0,0,0,0,0,0,6.896551724,1,57,0,0,0,0.75,0,0,6,0,0,0,0,4,0,0,0,0.076923077,2,48.97959184,0,0,40,4,0,0,0,24,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,36
0,20,790.73,227,8.884606742,0.743746067,1.098453933,0.06122449,66.1934,100,8.988764045,35.95505618,97.7624,2.247191011,0.877192982,340.45,50.56179775,150,0.545454545,6,2,198.29,6,0.111111111,2,0,0,6,6.947959184,12,0.16,0.631578947,6.837586207,5,42,2,8,32,0,14,2,1.16,0,0.041353383,0.6,26,0,36,0.675165517,0,0,10,0,0,5,24,6,90,0,0,6,0,6,32.4878,2,0,4,6,2,12,0,1,2,0,0,0,0,66,45,3,2,19.5798,44.82758621,0,0,58,0,0,0,4,2,0,0,0,0,0.066666667,14,0,0,0,10,50,8,0,0,0,0.8,98,0,0,0,0,0,1.120268966,31.9548,0,4,0,0,0,2,0,0,89,0,0,0,0,0,0,6.896551724,1,57,0,0,0,0.75,0,0,6,0,0,0,0,4,0,0,0,0.076923077,2,48.97959184,0,0,40,4,0,0,0,24,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,26
4,20.12,453.46,227,8.555849057,0.734245283,1.105350943,0.068965517,38.915,100,5.660377358,37.73584906,58.5836,5.660377358,0.878787879,340.45,49.05660377,150,0.736842105,2,2,198.29,4,0.038461538,2,0,3,1,6.947959184,7,0.206896552,0.818181818,6.837586207,1,29,3,3,20,0,14,1,1.206896552,1,0.071969697,0.5,16,3,27,0.675165517,1,0,5,0,0,0,16,3,53,0,0,3,0,1,32.4878,1,1,3,3,0,8,0,1,1,0,0,0,0,38,26,0,1,19.5798,44.82758621,0,0,35,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,6,29,5,1,0,1,0.8,58,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,1,53,0,1,0,0,0,0,6.896551724,1,33,0,0,0,0.75,0,1,4,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,25,0,0,0,0,16,1,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,31.2
6,19.4,453.46,227,8.555849057,0.734245283,1.105350943,0.068965517,38.915,100,5.660377358,37.73584906,58.5836,5.660377358,0.878787879,340.45,49.05660377,150,0.736842105,2,2,198.29,4,0.038461538,2,0,3,1,6.947959184,7,0.206896552,0.818181818,6.837586207,1,29,3,3,20,0,14,1,1.206896552,1,0.071969697,0.5,16,3,27,0.675165517,1,0,5,0,0,0,16,3,53,0,0,3,0,1,32.4878,1,1,3,3,0,8,0,1,1,0,0,0,0,38,26,0,1,19.5798,44.82758621,0,0,35,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,6,29,5,1,0,1,0.8,58,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,1,53,0,1,0,0,0,0,6.896551724,1,33,0,0,0,0.75,0,1,4,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,25,0,0,0,0,16,1,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,32.7
8,18.98,453.46,227,8.555849057,0.734245283,1.105350943,0.068965517,38.915,100,5.660377358,37.73584906,58.5836,5.660377358,0.878787879,340.45,49.05660377,150,0.736842105,2,2,198.29,4,0.038461538,2,0,3,1,6.947959184,7,0.206896552,0.818181818,6.837586207,1,29,3,3,20,0,14,1,1.206896552,1,0.071969697,0.5,16,3,27,0.675165517,1,0,5,0,0,0,16,3,53,0,0,3,0,1,32.4878,1,1,3,3,0,8,0,1,1,0,0,0,0,38,26,0,1,19.5798,44.82758621,0,0,35,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,6,29,5,1,0,1,0.8,58,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,1,53,0,1,0,0,0,0,6.896551724,1,33,0,0,0,0.75,0,1,4,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,25,0,0,0,0,16,1,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,34.2
0,20.6,453.46,227,8.555849057,0.734245283,1.105350943,0.068965517,38.915,100,5.660377358,37.73584906,58.5836,5.660377358,0.878787879,340.45,49.05660377,150,0.736842105,2,2,198.29,4,0.038461538,2,0,3,1,6.947959184,7,0.206896552,0.818181818,6.837586207,1,29,3,3,20,0,14,1,1.206896552,1,0.071969697,0.5,16,3,27,0.675165517,1,0,5,0,0,0,16,3,53,0,0,3,0,1,32.4878,1,1,3,3,0,8,0,1,1,0,0,0,0,38,26,0,1,19.5798,44.82758621,0,0,35,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,6,29,5,1,0,1,0.8,58,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,1,53,0,1,0,0,0,0,6.896551724,1,33,0,0,0,0.75,0,1,4,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,25,0,0,0,0,16,1,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,22.6
1,19.8,626.58,227,8.7025,0.722383333,1.112425,0.076923077,52.0116,120,8.333333333,38.88888889,80.0946,5.555555556,0.772727273,340.45,44.44444444,0,0.6,6,0,198.29,6,0.0625,3,0,8,2,6.947959184,12,0.235294118,0.681818182,6.837586207,2,32,4,6,28,0,14,2,1.235294118,0,0.052854123,0.428571429,20,8,30,0.675165517,0,0,10,0,0,0,20,6,67,0,0,4,0,2,32.4878,0,0,4,3,0,10,0,1,2,2,0,2,0,50,32,0,2,19.5798,44.82758621,0,0,42,0,0,0,0,2,0,2,0,0,0.066666667,14,0,0,0,7,34,7,0,0,0,0.8,78,0,0,2,0,0,1.120268966,31.9548,0,4,0,2,0,0,0,0,72,0,0,0,0,0,0,6.896551724,1,44,0,0,0,0.75,0,0,5,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,30,0,0,0,0,20,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,2,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,18.1
3,19.4,626.58,227,8.7025,0.722383333,1.112425,0.076923077,52.0116,120,8.333333333,38.88888889,80.0946,5.555555556,0.772727273,340.45,44.44444444,0,0.6,6,0,198.29,6,0.0625,3,0,8,2,6.947959184,12,0.235294118,0.681818182,6.837586207,2,32,4,6,28,0,14,2,1.235294118,0,0.052854123,0.428571429,20,8,30,0.675165517,0,0,10,0,0,0,20,6,67,0,0,4,0,2,32.4878,0,0,4,3,0,10,0,1,2,2,0,2,0,50,32,0,2,19.5798,44.82758621,0,0,42,0,0,0,0,2,0,2,0,0,0.066666667,14,0,0,0,7,34,7,0,0,0,0.8,78,0,0,2,0,0,1.120268966,31.9548,0,4,0,2,0,0,0,0,72,0,0,0,0,0,0,6.896551724,1,44,0,0,0,0.75,0,0,5,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,30,0,0,0,0,20,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,2,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,29.2
5,19,626.58,227,8.7025,0.722383333,1.112425,0.076923077,52.0116,120,8.333333333,38.88888889,80.0946,5.555555556,0.772727273,340.45,44.44444444,0,0.6,6,0,198.29,6,0.0625,3,0,8,2,6.947959184,12,0.235294118,0.681818182,6.837586207,2,32,4,6,28,0,14,2,1.235294118,0,0.052854123,0.428571429,20,8,30,0.675165517,0,0,10,0,0,0,20,6,67,0,0,4,0,2,32.4878,0,0,4,3,0,10,0,1,2,2,0,2,0,50,32,0,2,19.5798,44.82758621,0,0,42,0,0,0,0,2,0,2,0,0,0.066666667,14,0,0,0,7,34,7,0,0,0,0.8,78,0,0,2,0,0,1.120268966,31.9548,0,4,0,2,0,0,0,0,72,0,0,0,0,0,0,6.896551724,1,44,0,0,0,0.75,0,0,5,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,30,0,0,0,0,20,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,2,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,29.7
0,20,626.58,227,8.7025,0.722383333,1.112425,0.076923077,52.0116,120,8.333333333,38.88888889,80.0946,5.555555556,0.772727273,340.45,44.44444444,0,0.6,6,0,198.29,6,0.0625,3,0,8,2,6.947959184,12,0.235294118,0.681818182,6.837586207,2,32,4,6,28,0,14,2,1.235294118,0,0.052854123,0.428571429,20,8,30,0.675165517,0,0,10,0,0,0,20,6,67,0,0,4,0,2,32.4878,0,0,4,3,0,10,0,1,2,2,0,2,0,50,32,0,2,19.5798,44.82758621,0,0,42,0,0,0,0,2,0,2,0,0,0.066666667,14,0,0,0,7,34,7,0,0,0,0.8,78,0,0,2,0,0,1.120268966,31.9548,0,4,0,2,0,0,0,0,72,0,0,0,0,0,0,6.896551724,1,44,0,0,0,0.75,0,0,5,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,30,0,0,0,0,20,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,2,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,25.3
3.8,20.3,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,100,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,0,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,0,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,0,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,18,0,0,0,0,1,0,0,0,0,0.066666667,14,0,0,0,3,14,3,0,0,0,0.8,43,0,0,2,0,0,1.120268966,31.9548,0,2,0,0,1,0,0,0,41,0,0,0,0,0,1,6.896551724,1,22,0,0,0,0.75,0,0,2,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,12,0,0,0,0,8,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,42.1
7.4,18.28,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,100,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,0,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,0,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,0,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,18,0,0,0,0,1,0,0,0,0,0.066666667,14,0,0,0,3,14,3,0,0,0,0.8,43,0,0,2,0,0,1.120268966,31.9548,0,2,0,0,1,0,0,0,41,0,0,0,0,0,1,6.896551724,1,22,0,0,0,0.75,0,0,2,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,12,0,0,0,0,8,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,44.5
